7.287587,2.059935,-0.168061,-0.712240,-0.718141,-1.297284,-0.922845,0.113139,-0.248750,-0.539388,-0.242380,0.024302,
7.463364,1.619942,0.257398,1.363018,-0.372752,-1.281598,-0.318334,-1.134660,-1.231727,-1.001115,-0.237838,0.028316,
4.964233,-0.099187,-0.216051,0.017720,-1.159854,-0.792067,0.592190,0.226497,0.738859,-0.227882,-0.141453,0.033955,
6.530652,2.784860,1.222610,2.677537,2.924019,1.284112,0.698137,-0.102554,-0.650548,-0.959554,-0.295608,-0.013997,
0.217699,-0.908891,3.022161,-0.504909,-0.080754,-0.163759,0.966471,0.236810,0.005691,-0.356106,-0.356521,0.004465,
6.689537,-0.850844,-0.375704,2.717618,0.765465,-0.028172,2.003890,1.001004,-0.080221,-0.401694,-0.156874,-0.083913,
2.685776,1.306169,1.083683,0.860970,0.948357,0.507056,0.627486,0.407934,0.392050,0.135366,0.081428,0.010093,
3.376920,2.877809,2.576201,2.049580,1.816470,1.205830,1.175659,1.002387,1.035021,0.526178,0.230625,0.058955,
6.184502,1.907497,0.013251,-0.161191,1.035598,-3.149362,-0.098793,0.536911,0.122290,-0.028058,-0.260232,0.057569,
6.429819,1.626381,1.503723,4.262745,2.796702,-1.334543,0.057953,-0.181746,-0.505981,-0.663308,-0.215102,0.001902,
6.693871,3.430486,1.308506,0.122192,0.168066,0.635855,1.347324,0.431756,-0.525009,-0.264989,-0.075592,0.015897,
4.427756,4.367193,4.125078,3.837013,3.436333,2.446091,1.536418,0.736332,0.290882,0.065662,0.160932,0.005893,
-0.621494,2.421728,3.424401,-0.710293,2.288668,0.200528,1.890066,0.634178,0.877127,0.415806,-0.089555,0.060047,
6.992123,-1.140539,-1.898332,3.727329,3.193746,-0.098662,1.966385,2.014495,0.928202,-0.658587,-0.329033,0.011389,
6.234631,1.013626,0.021777,1.317848,1.849674,-0.379679,0.599807,1.517820,0.596994,-0.169238,-0.185403,0.032408,
6.056209,2.741013,0.283748,0.923499,2.588031,2.704257,3.036629,1.601310,0.055019,-0.173640,-0.099071,0.061755,
5.843201,1.048951,0.649009,-0.116215,-1.217526,-2.085957,-0.939099,-0.327744,0.979820,-0.064067,-0.261299,0.017972,
5.961593,4.102555,2.809338,2.135534,1.345830,-0.188384,-0.695431,-0.841923,-0.444529,-0.075526,-0.090517,0.000569,
5.600710,1.263661,1.290914,1.217715,-0.576299,-1.894309,1.705079,-0.379399,0.431407,0.262906,-0.035423,-0.035087,
4.749328,4.377366,3.650748,2.946536,2.438171,1.491867,0.745349,0.188193,-0.010155,-0.085901,-0.021991,-0.023743,
0.057127,-0.278586,3.741126,-1.025026,-0.661252,-1.363980,0.279440,0.448212,0.528715,0.220715,-0.188761,0.023344,
6.077128,0.535256,0.676077,2.809706,2.318830,1.111801,2.401872,2.068144,0.129778,-0.635459,-0.180419,0.083612,
5.310531,4.167019,3.009671,1.565526,0.645989,0.370314,0.522308,0.212822,0.484277,0.592219,0.233866,0.072291,
3.218993,2.220557,2.078897,1.794277,1.945007,1.699699,1.908985,1.515958,0.929469,0.447448,0.229527,0.067753,
5.611760,1.261392,1.465336,-0.823497,0.897108,-1.879136,1.302164,1.241859,-0.506057,0.378663,-0.137786,0.024533,
5.885502,3.097870,2.269280,3.724768,4.064413,0.661467,-0.341807,0.119423,0.453559,-0.223395,-0.273458,-0.064048,
6.084696,2.730808,1.541639,0.274321,0.058616,1.582081,2.278192,0.967679,0.442400,0.239051,0.115797,0.068841,
3.607429,3.222508,3.038049,2.742069,2.677101,2.296335,1.935160,1.230217,0.838383,0.436332,0.216158,0.084927,
1.229054,1.761016,5.011681,-1.280466,0.363854,1.046508,1.185039,0.882769,1.258964,0.648918,0.094040,0.070306,
6.544434,0.723017,-1.293689,2.672755,4.254740,1.574069,1.687063,1.925844,0.790780,-0.275547,-0.356604,0.043318,
2.413357,0.411924,4.194913,1.629837,0.057192,-0.173149,1.789112,1.649097,1.411682,0.548236,0.123197,0.103095,
4.476776,2.790581,2.128431,2.734163,2.936298,2.444681,2.622940,2.257884,1.132134,0.196158,-0.034960,0.053234,
